text,chunk_type,section_name,start_pos,end_pos,word_count,grant_id,document_title,year,institute,is_fqhc_focused,fqhc_score,data_source,primary_condition,chunk_id,contains_methods,contains_outcomes,contains_innovation
"During the current CTU cycle (2013 to present), the Blantyre CRS has been involved in 35 studies at various stages, from initiation to completion, for four existing Division of AIDS/NIAID Clinical Research Networks.

The CRS has established effective institutional and community collaborations and has been responsive to both the Network agendas and the national health research agenda for Malawi.

The goal of this application is to describe scientific, leadership and administrative strengths of the proposed JHU-Blantyre CTU and its CRS in Blantyre, Malawi, which will ensure successful implementation of the NIAID international clinical research agenda.

The sub-sections (A-L) of this application provide a scientific overview of the proposed CTU and describe its administrative and financial management structures; plans for communication, evaluation and training; and the roles, responsibilities and resources of each CTU element and CRS technical department, including community engagement, pharmacy, laboratory, quality and regulatory assurance, and data management.

Our CTU arrangement that encompasses a single CRS has demonstrated capacity and promotes efficiency.",results,semantic_chunk,,,163,5UM1AI069518-18,The Johns Hopkins University-Blantyre Clinical Trials Unit,2024,,False,0.0,phase2_nih,,5UM1AI069518-18_chunk326,False,False,False
"JHUBI PROJECT SUMMARY The proposed Johns Hopkins University Baltimore-India Clinical Trials Unit (JHUBI CTU) will combine three highly productive Clinical Research Sites (CRSs): the Johns Hopkins University (JHU) CRS at the JHU School of Medicine in Baltimore, the Byramji Jeejeebhoy Government Medical College-Johns Hopkins University (BJGMC-JHU) CRS in Pune, India, and the Y.R.

Gaitonde Centre for AIDS Research and Education (YRG CARE) CRS in Chennai, India, committed to ending the HIV, TB and comorbidities epidemics.

These sites include the largest HIV care provider in Baltimore, the largest HIV and TB care and clinical research provider in Pune, India, and the largest HIV prevention and treatment care and clinical research center in Chennai, India.

Two of these sites are currently affiliated with existing NIAID Networks (JHU site 201 and BJGMC-JHU site 31441), while YRG CARE is applying as a new site but has most of its staff and infrastructure that was previously part of Network site 11701.

All three of these sites have extensive, ongoing NIH-funded research portfolios, and are affiliated with the Division of Infectious Diseases at the JHU School of Medicine in Baltimore, which will serve as the CTU home.",general,semantic_chunk,,,191,5UM1AI069465-18,Johns Hopkins University Baltimore India Clinical Trail Unit (JHUBI CTU),2024,,False,0.0,phase2_nih,,5UM1AI069465-18_chunk327,False,False,False
"Over the past 25 years, these three sites have contributed significantly to the science, populations, and management of studies sponsored by all of the existing DAIDS Networks: 1) the AIDS Clinical Trials Group (ACTG); 2) the International Maternal Pediatric Adolescent AIDS Clinical Trials Group (IMPAACT); 3) the HIV Prevention Trials Network (HPTN); 4) the Microbicides Trials Network (MTN); and 5) the HIV Vaccine Trials Network (HVTN).

Since December 2013, JHUBI CTU investigators have led 10 ACTG, 7 IMPAACT, and 2 HPTN scientific and administrative committees; led 27 ACTG, 11 IMPAACT, 7 HPTN and 1 HVTN protocols; and authored 2,167 HIV, TB, hepatitis, and related scientific publications, including 150 Network-related publications.

In addition, the JHUBI CTU has enrolled and followed 2,702 participants with >90% retention into ACTG, IMPAACT, and HPTN trials, and >30,000 participants into non-Network studies relevant to the next 7 years of DAIDS Network science.

The JHUBI CTU proposes to affiliate with all four DAIDS Networks: HIV Adult Therapeutics, Maternal Adolescent and Pediatric Therapeutics, HIV Prevention, and HIV Vaccine.

The JHUBI CTU will engage in the highest quality human subjects research based on implementation of our Mission Statement: ""To serve our communities in Baltimore and India, the Johns Hopkins University Baltimore-India Clinical Trials Unit (JHUBI CTU) will develop and provide access to the highest priority HIV prevention and treatment research.

To support NIAID networks, the JHUBI CTU will provide scientific leadership, access to key populations, and the most efficient and responsible management of our clinical trials activities.""",general,semantic_chunk,,,248,5UM1AI069465-18,Johns Hopkins University Baltimore India Clinical Trail Unit (JHUBI CTU),2024,,False,0.0,phase2_nih,,5UM1AI069465-18_chunk328,False,False,False
"results in increased neural activity that may occlude the ability of networks to encode information, as well as a propensity for activity-dependent pathology including seizures and Aß amyloid generation. Remarkably, aspects of this inhibitory network phase of information storage can be monitored in living human subjects. Secreted NPTX2 is detected in human CSF and is prominently down-regulated in neurological diseases in association with cognitive deterioration. We hypothesize that NPTX2 down-regulation provides a rational biomarker of cognitive status in human neurological disease and may be is causal for certain memory deficits. Basic studies will examine the unusual regulatory mechanisms that control NPTX2 expression and function, and identify processes that",section,results,1183.0,1955.0,108,5R35NS097966-08,De novo Synthesis and Memory,2024,,False,0.0,phase2_nih,,5R35NS097966-08_chunk329,,,
"result in its down-regulation in human brain. We will also gain deeper insight into how IEGs, and NPTX2 in particular, contribute to memory using gain and loss of function",section,results,1955.0,2127.0,29,5R35NS097966-08,De novo Synthesis and Memory,2024,,False,0.0,phase2_nih,,5R35NS097966-08_chunk330,,,
"approaches in in vivo models of activity-dependent network plasticity including hippocampal replay. Stable, long-term support will allow us to establish a multidisciplinary research program that leverages the strengths of the Neuroscience community at Johns Hopkins for basic studies, and the Clinical Departments of Neuropathology and Psychiatry at Johns Hopkins and Neurology at UC San Diego for translational aspects of disease research. These studies will establish a novel, rational, and translatable concept for why humans lose memory function in disease.",section,approach,2127.0,2688.0,79,5R35NS097966-08,De novo Synthesis and Memory,2024,,False,0.0,phase2_nih,,5R35NS097966-08_chunk331,,,
"result in clinical benefits should it be used in a large number of patients. At this time, given the paucity of examples of large scale implementation of personalized care, it is not possible to directly provide an answer; however, we could use existing data to generate a reliable approximation through computer simulations. Thus, we propose to use data from ~130 previously published NHLBI funded randomized clinical trials to simulate the effect of personalized medicine and compare the group-level outcomes to",section,results,809.0,1323.0,80,5R21HL161685-02,Computational simulation of the potential improvement in clinical outcomes of cardiovascular diseases with the use of a personalized predictive medicine approach,2024,,False,0.0,phase2_nih,,5R21HL161685-02_chunk332,,,
"approach to treatment choice. Specifically, for each clinical trial included in this study, we will create arm-specific prediction models for the primary outcome and apply it to the opposite study group, thus estimating the theoretical, patient-specific probability of achieving the primary outcome had they been assigned to the opposite trial arm. Simulations will then be performed separately for all trials where patients are respectively assigned to: 1) the treatment arm of the trial, 2) the control arm of the trial or 3) to whatever arm carries the lowest probability of adverse outcomes (i.e. predictive allocation). We will then calculate the net benefit of predictive allocation by comparing the cumulative prevalence of outcomes in that simulation vs. either the simulation where all patients are assigned to either the treatment arm (for positive trials) or where all patients are assigned to the control arm (for negative trials). Finally, we will compile the data from all included trials and identify factors that are associated with changes in the net benefit of predictive allocation, including both trial-specific risk factors and performance metrics of the prediction model used for patient allocation. This study will allow us, for the first time, to estimate the potential improvement, at the population level, that would be associated with the widespread utilization of a personalized",section,approach,1400.0,2807.0,215,5R21HL161685-02,Computational simulation of the potential improvement in clinical outcomes of cardiovascular diseases with the use of a personalized predictive medicine approach,2024,,False,0.0,phase2_nih,,5R21HL161685-02_chunk333,,,
approach to treatment choice. We will also generate crucial information in regards to the clinical scenarios and situations where such an,section,approach,2807.0,2945.0,21,5R21HL161685-02,Computational simulation of the potential improvement in clinical outcomes of cardiovascular diseases with the use of a personalized predictive medicine approach,2024,,False,0.0,phase2_nih,,5R21HL161685-02_chunk334,,,
approach would generate the highest benefits. This information will be essential for the efficient and targeted implementation of future personalized medicine programs.,section,approach,2945.0,3113.0,22,5R21HL161685-02,Computational simulation of the potential improvement in clinical outcomes of cardiovascular diseases with the use of a personalized predictive medicine approach,2024,,False,0.0,phase2_nih,,5R21HL161685-02_chunk335,,,
"Until and unless we better understand and prevent spillovers of bat-borne viruses into intermediate hosts and humans, we will be severely limited in our ability to stop pandemics.

Henipaviruses are bat-borne, RNA viruses that spillover through this route.

Nearly half of all reported human henipavirus infections have been associated with contact with sick domesticated animals, though our understanding of drivers of henipavirus spillovers and specific transmission pathways remains severely limited.

Building on preliminary data about bat, domesticated animal and human infections, this multidisciplinary study integrates epidemiology, ecology, and anthropology to identify spillover pathways for henipaviruses into domesticated animals in Bangladesh and the risk they pose to human health.

Our first aim is to identify drivers of henipavirus spillovers into domesticated animals in Faridpur, Bangladesh.

We will use multiplex pan-henipavirus assays to identify infections in Pteropus medius bats and domesticated animals living nearby this roost through cross-sectional and prospective studies.

Combined with intensive studies of bat-domesticated animal interactions and weather data, we will build statistical models to identify the relative contribution of each of these factors.

Our second aim is to describe which henipaviruses are being transmitted from bats to domesticated animals.

Serologic studies of animals in Bangladesh show that they are frequently infected with non-Nipah henipaviruses.

Through surveillance for and sampling of sick domesticated animals, we will describe the specific viruses that spillover from bats in Faridpur.

Our third aim is to determine the risk of henipavirus transmission from domesticated animals to humans.",results,semantic_chunk,,,243,5U01AI168287-02,Solving Opportunities for Spillover (SOS): Frequency and Mechanisms of Cross-species Transmission of Henipaviruses in Bangladesh,2024,,False,0.0,phase2_nih,,5U01AI168287-02_chunk336,False,False,False
"We hypothesize that undetected henipavirus spillovers in humans are occurring through contact with sick domesticated animals and will conduct cross-sectional and prospective serosurveys of humans who have close contact with sick animals in Faridpur.

We remain ignorant about henipavirus spillovers through intermediate hosts – including the specific viruses spilling over, the frequency and distribution of spillovers, and the pathways of transmission – at our own peril.

The knowledge gained from this study will be immediately applicable to human and animal health programs in Bangladesh and other countries where henipaviruses circulate in bats.

By learning about which henipaviruses infect humans, and how they are infected, we can advise public health surveillance programs on how to optimize detection and epidemiologic investigation of cases across Bangladesh.

Our investigations about spillovers in Faridpur can also be scaled- up to other areas of Bangladesh and countries where henipaviruses circulate in bats so that we can truly begin to appreciate the scale of henipavirus spillovers in the global landscape.",general,semantic_chunk,,,163,5U01AI168287-02,Solving Opportunities for Spillover (SOS): Frequency and Mechanisms of Cross-species Transmission of Henipaviruses in Bangladesh,2024,,False,0.0,phase2_nih,,5U01AI168287-02_chunk337,False,False,False
"results in optic nerve regeneration. Recent studies, including ours, have provided strong evidence that neuronal aging might be a key converging process underlying the loss of intrinsic axon growth ability of CNS neurons. Indeed, many genes that act to regulate axon regeneration are also hallmark genes of aging (genomic instability, telomere attrition, epigenetic alteration, and nutrient sensing, etc.). First, recent studies and our preliminary",section,results,118.0,567.0,64,5R01EY030883-05,Targeting aging genes and pathways to promote optic nerve regeneration,2024,,False,0.0,phase2_nih,,5R01EY030883-05_chunk338,,,
"results showed that c-Myc and p53, two well-known genes involved in DNA repair and genomic instability during aging, act to support optic nerve regeneration. Second, our preliminary study showed that telomerase reverse transcriptase (TERT) was necessary for sensory axon regeneration in vivo. Third, aging is often associated with decreased methylation of histone 3 at lysine 27 (H3K27) and increased methylation of H3K4,",section,results,567.0,989.0,62,5R01EY030883-05,Targeting aging genes and pathways to promote optic nerve regeneration,2024,,False,0.0,phase2_nih,,5R01EY030883-05_chunk339,,,
"resulting in reduced amount of heterochromatin. In support, the level of H3K27 demethylase UTX increases during aging and knocking out UTX in c. elegans promotes longevity. Our unpublished study showed that knocking out UTX and its targeted gene, Magi3, in RGCs drastically promoted optic nerve regeneration. Fourth, the insulin and IGF-1 signaling (IIS) pathways, the key regulators of nutrient sensing, are the most conserved aging controlling pathway in evolution. IGF-1 and many IIS downstream targets, such as Pten/PI3K, Akt, and mTor, are all important regulators of optic nerve regeneration. Our published study and a recent study have shown that Sirt1 and LKB1, two important nutrient sensors, function to regulate sensory axon and spinal cord regeneration, respectively. Foxo3, another key target of Akt signaling, has recently been shown to promote vascular cell regeneration through Sirt1. Lastly, recent findings indicated that cellular reprogramming process can reverse aging and rejuvenate the cells. Importantly, manipulations of several reprogramming factors, such as KLF4 and Lin28, have been shown to promote optic nerve regeneration. Therefore, we hypothesize that aging regulatory genes/pathways can be manipulated to promote optic nerve regeneration through rejuvenation of mature CNS neurons. In Aim 1, we will determine if manipulation of miR-138/Sirt1, TERT, and Foxo3 in RGCs can promote optic nerve regeneration. In Aim 2, we will first determine if combination of these aging genes with myosin II knockout or enhanced neural activity would have synergistic effects on regeneration. We will then use RNA-seq and ATAC-seq of purified RGCs to explore how these aging genes regulate optic nerve regeneration. In Aim 3, by performing RNA-seq and ATAC-seq of purified RGCs at different developing, maturation, and aging stages, we will first use advanced integrative bioinformatics analyses to identify top candidate aging genes and their associated transcription factors, both of which act to orchestrate RGCs aging. We will then perform functional screening experiments to determine their roles in regulation of axon growth and optic nerve regeneration.",section,results,989.0,3165.0,321,5R01EY030883-05,Targeting aging genes and pathways to promote optic nerve regeneration,2024,,False,0.0,phase2_nih,,5R01EY030883-05_chunk340,,,
"significance of respiratory failure occurring after BMT was recently underscored by a June 2018 NIH workshop specifically convened to identify clinical challenges and scientific knowledge gaps regarding pulmonary dysfunction after BMT in pediatric patients. Hence, the development of novel strategies that reduce the incidence and severity of pulmonary dysfunction after allo-BMT remains a significant unmet need. Idiopathic pneumonia syndrome (IPS) is a frequently fatal form of lung injury occurring after BMT. Progress has been made to understand the mechanisms responsible for IPS; the Cooke lab discovered that TNFα contributes directly to vascular endothelial cell (EC) injury and regulates the subsequent influx of donor cells into the lung. These insights lead to several clinical trials testing the effects of etanercept (a dimeric TNFα binding protein) in BMT-recipients with IPS. While successful, not all patients respond to etanercept revealing a critical need for continued research. Proteomic evaluation of plasma sample revealed striking similarities between human and experimental IPS and identified protein candidates that associate with EC injury and disease onset. Additional studies revealed a here-to-fore unknown association between IPS and the protein angiopoietin (Ang)-2. Ang-1 and Ang-2 are peptide ligands for the receptor tyrosine kinase, Tie-2 and represent an agonist / antagonist pair that regulate EC integrity. Moreover, Ang-2 sensitizes ECs to TNFα and regulates TNFα-induced adhesion molecule expression. Hence a significant body of pre-clinical and clinical data provides the basis for the following central hypothesis: During inflammation early after allo-BMT, the Ang1:Ang2 pathways regulate cytokine-mediated EC activation and integrity, increased adhesion molecule expression, and development of IPS. Pertinent to this application, EC damage and dysfunction is a common-thread among several BMT-related complications including IPS, graft-vs-host disease (GVHD) and veno-occlusive disease (VOD) of the liver all of which contribute to MODS after BMT. Independent biomarker data also suggest that biologic pathways contributing to EC injury and leak during IPS are likely operative during the development of GVHD and VOD as well. The translational research potential of this application is therefore significant: Proposed experiments will enhance our understanding of how inflammation after transplant contributes to vascular EC injury and organ dysfunction with great potential to reduce the risk and severity of MODS in pediatric BMT recipients and thereby improve outcomes and broaden the utility of this powerful form of cellular therapy to children in need.",section,significance,527.0,3228.0,382,5R01HD100485-05,Inflammatory mechanisms responsible for the development of multiple organ dysfunction in pediatric patients following allogeneic blood and marrow transplantation (BMT).,2024,,False,0.0,phase2_nih,,5R01HD100485-05_chunk341,,,
"Specific Aim 1, we will seek to ascertain the HRD mutations status, both somatic and germline, in three existing advanced/lethal prostate cancer cohorts enriched for HRD using blood-based assays. In",section,specific_aims,1691.0,1890.0,30,5R01CA238284-05,Genetic and genomic determinants of homologous recombination repair deficiency as treatment selection markers for lethal prostate cancer,2024,,False,0.0,phase2_nih,,5R01CA238284-05_chunk342,,,
"Specific Aim 2, we will determine the association of HRD status defined by blood-based assays with treatment response to first-line AR-directed therapy (abiraterone/enzalutamide) and taxane chemotherapies in mCRPC patients by comparing treatment outcomes of men in these three groups. In",section,specific_aims,1890.0,2178.0,40,5R01CA238284-05,Genetic and genomic determinants of homologous recombination repair deficiency as treatment selection markers for lethal prostate cancer,2024,,False,0.0,phase2_nih,,5R01CA238284-05_chunk343,,,
"Specific Aim 3, we seek to determine the expression correlates of HRD status defined by blood-based assays and further ascertained by tissue-based assays, by performing RNA-Seq in surgical specimens from men with lethal prostate cancer with: 1) germline/somatic HRD; 2) somatic-only HRD; and 3) negative HRD. The proposed work addresses an unmet need due to focus on liquid biopsy markers in a vulnerable patient population facing difficult treatment decisions. Also, our effort in defining the clinical and functional implications of HRD status in established cohorts of mCRPC patients will directly lead to treatment selection strategies to improve clinical management as well as patient selection strategies for clinical trials.",section,specific_aims,2178.0,2909.0,108,5R01CA238284-05,Genetic and genomic determinants of homologous recombination repair deficiency as treatment selection markers for lethal prostate cancer,2024,,False,0.0,phase2_nih,,5R01CA238284-05_chunk344,,,
"background in comparative medicine, animal models of human disease, in vivo pharmacology, and protease biology. Through completion of the training and research aims outlined in this proposal, she will expand her knowledge of inflammatory bowel disease (IBD) and build an advanced technical skill set, to include immunofluorescent imaging, CRISPR/Cas9 genome editing and gastrointestinal phenotyping",section,background,239.0,638.0,54,5K01OD030517-03,Exploring Glutamate Carboxypeptidase II (GCPII) Dysregulation in Human and Experimental IBD,2024,,False,0.0,phase2_nih,,5K01OD030517-03_chunk345,,,
"methods, that will form a solid foundation for her planned independent research program. IBD is a chronic condition that negatively impacts patient quality of life and is associated with a high public health burden. There is no cure for IBD and a large percentage of affected individuals are unresponsive to all available treatments. Glutamate carboxypeptidase II (GCPII) is zinc metallopeptidase that is highly overexpressed in the two main subtypes of IBD: Crohn's disease and ulcerative colitis. The promise of GCPII as a therapeutic target in IBD has been demonstrated in multiple independent preclinical studies, which have shown that small molecule GCPII inhibitors have significant anti-colitis activity in three mechanistically-distinct mouse models. While it is apparent that GCPII upregulation is relevant in both human and mouse IBD, knowledge gaps exist regarding its function in disease. This K01 SERCA research will yield critical new data relevant to the biology of GCPII in IBD. Specifically, in Aim #1 GCPII expression will be defined in normal and IBD-affected gastrointestinal tissues of human and mouse IBD. In Aim #2, a novel knock-in mouse will be generated that overexpresses human GCPII in the ileum and colon, followed by longitudinal characterization of barrier function, gastrointestinal inflammation, microbiome composition and visceral pain response. It is hypothesized that the localization of GCPII overexpression will be conserved in human and mouse IBD and that adult mice with forced ileum and colon GCPII overexpression will spontaneously develop colitis. Successful completion of these research aims will (1) increase our understanding of GCPII dysregulation in IBD, (2) identify GCPII+ target cell populations with relevance to ongoing to drug development efforts and (3) yield a novel mouse model of IBD that may have increased similarity to human disease. The proposed research will be supervised by a multidisciplinary team of expert scientists and clinicians including: Dr. Barbara Slusher, Director of Johns Hopkins Drug Discovery, Dr. Pankaj Jay Pasricha, Director of the Johns Hopkins Center for Neurogastroenterology, Dr. Cynthia Sears, Director of the Johns Hopkins Germ Free Murine Core, Dr. Robert Anders, Gastrointestinal Pathologist, Dr. Christine McDonald, expert in Gastrointestinal Barrier Function, and Dr. Thaddeus Stappenbeck, Gastrointestinal Pathologist and expert in Mucosal Immunity, who are well-suited to mentor Dr. Diane Peters in her translational IBD research career.",section,methods,638.0,3170.0,371,5K01OD030517-03,Exploring Glutamate Carboxypeptidase II (GCPII) Dysregulation in Human and Experimental IBD,2024,,False,0.0,phase2_nih,,5K01OD030517-03_chunk346,,,
"Project Summary Marfan Syndrome (MFS) is a genetic disorder of the connective tissue caused by mutations in the fibrillin- 1(FBN1) gene. These mutations cause increased vascular smooth muscle cell (vSMC) apoptosis, increased matrix metalloproteinase (MMP) expression, excessive elastin degeneration and collagen overexpression; weakening the vascular architecture, impair hemodynamic regulation, and ultimately leading to severe vascular complications. Primary cells, tissue explants, and transgenic mouse models suffer from insufficiencies that inhibit development of novel insights into disease pathogenesis or potential therapeutics; warranting new modeling platforms. Recent advances in biomaterials have generated vascular grafts that mimic properties of the extracellular matrix (ECM) in the natural vasculature. Human induced pluripotent stem cells (hiPSC) are an ideal, patient specific renewable cell source that provides an avenue to study how genetic diseases effect cell mechanobiology, signaling and function to better development therapeutics. Here, using a natural fibrin-based vascular graft and hiPSCs from patients with Marfan Syndrome, we aim to: (1) fully characterized both ECs and contractile vSMCs from hiPSCs derived from Marfan patients, (2) study the responses of hiPSC-ECs to shear force and hiPSC-vSMCs to circumferential strain, (3) study the impacts of mechanical forces (i.e. shear force and circumferential strain) and paracrine signaling in a co-culture model, specifically reactive oxygen species(ROS), on vSMC phenotype and rate of graft degradation using the fibrin-based vascular graft. Our multidisciplinary approach underpinning this project will elucidate key mediators of MFS disease progression towards early detection and therapeutic targets.",methods,semantic_chunk,,,238,5F31HL156741-03,Elucidating the Endothelial-Smooth Muscle Cell Interactions in Marfan Syndrome Using iPSCs,2024,,False,0.0,phase2_nih,,5F31HL156741-03_chunk347,True,False,True
"PROJECT ABSTRACT Inflammatory bowel diseases (IBD), including Crohn’s disease (CD) and ulcerative colitis, affect 1 in 200 Americans. Anti-tumor necrosis factor (TNF)-alpha therapies remain the cornerstone of therapy for patients with IBD, but approximately 40% of patients will experience primary or secondary loss of response, and “anti- TNF-experienced” patients are less likely to respond to all subsequent therapies in current clinical practice. Single-cell RNA sequencing has uncovered key cellular signatures associated with anti-TNF refractoriness that strongly implicate signaling between inflammatory macrophages and activated fibroblasts. There remains a major gap in our understanding of the patient-specific factors that predispose to this aberrant macrophage- fibroblast activation, how it links to anti-TNF unresponsiveness, and the potential to modulate it to change to disease course and treatment response. Our work has focused on the functional implications of a pathogenic variant in a metal transporter, ZIP8 A391T, that dysregulates manganese homeostasis and is associated with complicated (stricturing and penetrating) Crohn’s disease. In studying ZIP8 391-Thr in a mouse model (Zip8 393T-knock-in (KI)), we have shown increased susceptibility to colitis, but even more interestingly, we have observed enhanced fibrosis. These mice also exhibit marked induction of Il-11, a pro-inflammatory and pro- fibrotic cytokine that is a hallmark of aberrant signaling between inflammatory macrophages and activated fibroblasts in patients with Crohn’s disease – particularly anti-TNF refractory disease. We therefore hypothesize that study of aberrant macrophage-fibroblast signaling is a key feature of disease pathogenesis in the Zip8 393T-KI mice. Establishing the underlying disease mechanisms are important because (1) up to 25% of patients with Crohn’s disease carry ZIP8 391-Thr in some populations and (2) the Zip8 393T-KI could serve as a novel translational model for mechanistic studies, particularly related to anti-TNF non-response. We will study this hypothesis in two aims: In Aim 1, we will determine if Zip8 393T-KI perturbs macrophage innate immune responses; in Aim 2, we will compare fibroblast activation induced by Zip8 393T-KI vs. WT Zip8 macrophages. The long-term goal is to establish if ZIP8 391-Thr genotype has clinical implications for the prevention of and treatment of patients with Crohn’s disease and use study of ZIP8 391-Thr-related pathology as key opportunity to elucidate the role of Mn homeostasis in human disease. This R03 application builds from a K08 that established the altered Mn homeostasis and fibroinflammatory phenotype in colitis in Zip8 393T-KI mice. This application with strong translational relevance will provide critical mechanistic insight of the ZIP8 genotypic effect on macrophage-fibroblast signaling and the interaction with Mn homeostasis to prioritize therapeutic targets, including STAT3 or IL-11 inhibition, and patient studies as part of an R01 application.",section,abstract,0.0,3038.0,431,5R03DK134595-02,Elucidating mechanisms of fibrosis associated with the Crohns disease-associated pathogenic variant in the metal transporter ZIP8,2024,,False,0.0,phase2_nih,,5R03DK134595-02_chunk348,,,
"PROJECT ABSTRACT Clonal hematopoiesis is acquired with aging, and in some cases, precedes the onset of both myelodysplastic and myeloproliferative disorders. However, the genetic drivers that underlie the evolution of clonal hematopoiesis and the subsequent disease risk remain poorly understood. This proposal builds on generated evidence showing that telomere length, a genetic and clinically available biomarker, predisposes to clonal hematopoiesis in Mendelian syndromes. We have also found evidence for distinct clonal hematopoiesis mutations that appear to differentially predispose to hypoplastic and myeloproliferative phenotypes. In this application, we will examine the role of telomere length in driving clonal evolution with aging in well- characterized cohorts including a Baltimore-based cohort of community-based women with a large African American subset. Additionally, we will also examine the onset and prevalence of a novel clonal hematopoiesis mutation in the telomerase reverse transcriptase gene that appears to be protective against myeloid malignancies. This K08 grant application is supported by outstanding mentors and in a strong translational environment at Johns Hopkins University School of Medicine with a detailed mentorship and training plan that focuses on genetic epidemiology and computational biology skills. The knowledge has the potential to impact current paradigms related to hematopoietic aging, myeloid clonal disease risk as well as novel biomarkers of specific disease risk and progression.",section,abstract,0.0,1535.0,212,5K08HL163468-02,Determinants of Myeloid Clonal Evolution,2024,,False,0.0,phase2_nih,,5K08HL163468-02_chunk349,,,
results of these studies can be used to design new drugs that target the molecular machines involved in these pathways. A major focus will be on the mechanisms by which histone H2B-K120 monoubiquitination orchestrates multiple events during transcription that,section,results,512.0,772.0,39,2R35GM130393-06,Mechanistic studies of chromatin modification in transcription regulation,2024,,False,0.0,phase2_nih,,2R35GM130393-06_chunk350,,,
"approaches will be used to study the mechanism by which ubiquitin is specifically attached to histone H2B during transcription and the distinct mechanisms by which different deubiquitinating enzymes distinguish between H2B in intact versus partially disassembled nucleosomes. We will also determine the nature of intra- and inter-nucleosomal cross-talk between histone ubiquitination, methylation and acetylation mediated by transcriptional activators that act downstream of H2B ubiquitination. Building upon the recent discovery of first-in-class macrocyclic inhibitors of the human SAGA H2B deubiquitinating enzyme, we will determine their mechanism of action and derive principles that will drive further drug discovery of multi-subunit deubiquitinating enzymes. To elucidate the molecular basis by which H2B ubiquitination drives cell proliferation in MLL-rearranged leukeumia, we will uncover the role of histone ubiquitination in stimulating the activity of MLL1 fusion complexes that",section,approach,924.0,1915.0,132,2R35GM130393-06,Mechanistic studies of chromatin modification in transcription regulation,2024,,False,0.0,phase2_nih,,2R35GM130393-06_chunk351,,,
result from the proposed studies will provide a foundation for developing new chemotherapies that target cancers for which there currently are no effective treatments.,section,results,1988.0,2155.0,24,2R35GM130393-06,Mechanistic studies of chromatin modification in transcription regulation,2024,,False,0.0,phase2_nih,,2R35GM130393-06_chunk352,,,
"End-stage liver disease is common in HIV-infected (HIV+) individuals due to co-infection with hepatitis C virus (HCV), hepatitis B virus (HBV), and alcoholic and non-alcoholic fatty liver disease (NAFLD).

Liver transplant (LT) in HIV+ individuals provides a clear survival benefit and outcomes will improve further with direct-acting antivirals for HCV.

There is already a severe organ shortage, with long waiting times, and a higher waitlist mortality for HIV+ individuals in particular, and the need for LT in HIV+ individuals is expected to grow.

Organs from HIV+ deceased donors (HIV D+) are a unique resource for HIV+ transplant candidates.

By expanding the donor pool, use of organs from HIV D+ could have a significant public health impact and decrease wait times for all individuals on the waitlist.

This motivated the Congressional HOPE (HIV Organ Policy Equity) Act which now allows HIV D+ transplants for HIV+ recipients (R+) under research protocols.

Potential risks of HIV D+/R+ transplants include complications related to donor-to-recipient HIV superinfection (HIV-SI), increased organ rejection rates, and accelerated liver fibrosis and/or steatosis after transplant due to viral hepatitis or metabolic liver disease.

Experience with HIV D+ LT is extremely limited with only 2 international cases reported and 5 cases in the US performed by our group within a HOPE pilot study.

In order to determine if HIV D+ liver transplantation is safe and effective, a prospective multicenter trial is needed.",results,semantic_chunk,,,231,3U01AI138897-05S2,HOPE in Action: A Clinical Trial of HIV-to-HIV Liver Transplantation,2023,,False,0.0,phase2_nih,,3U01AI138897-05S2_chunk353,False,True,False
"The proposed HOPE in Action Liver Trial will compare outcomes between HIV+ recipients of HIV+ versus HIV- donor livers, enrolling 40 individuals in each group over 3 years at 16 transplant centers.

Aim 1 will compare difference in time to major transplant-related and HIV-related complications between the two arms.

Aim 2 will compare the incidence of liver disease including HCV- and HBV-related fibrosis and liver steatosis.

Mechanistic studies in Aim 3 will characterize HIV-SI in blood and in Aim 4 will characterize both the composition and changes in size of long-lived HIV reservoirs in blood, lymph nodes, and liver longitudinally.

A comprehensive digital pathologic repository and a tissue biorepository will be created.

We have planned and designed the trial with NIAID-sponsored project team (R34AI23023) and we have assembled a team of experts in Transplant Surgery, HIV/Infectious Diseases, Hepatology, Epidemiology, Biostatistics, Pathology, and Virology.

The trial will benefit from existing studies and infrastructure established by our group, including a study of HIV D+ nationally in collaboration with the Organ Procurement and Transplantation Network (R01AI120938) and a Multicenter HOPE in Action Kidney Trial (U01AI134591).

In summary, HOPE in Action: A clinical trial of HIV-to-HIV deceased donor liver transplantation will determine whether the use of HIV D+ for LT is safe and effective.

In addition, the trial will impact not only the field of organ transplantation, but will also provide new insight into mechanisms of HIV-related liver disease, HIV superinfection, and will directly inform HIV cure research efforts.",methods,semantic_chunk,,,245,3U01AI138897-05S2,HOPE in Action: A Clinical Trial of HIV-to-HIV Liver Transplantation,2023,,False,0.0,phase2_nih,,3U01AI138897-05S2_chunk354,False,True,False
